timestamp,vehicle_id,status,duration_stopped_sec,bbox_x1_y1_x2_y2
2026-05-31 16:19:24,0,ILLEGAL PARKING,10.0,"(np.int64(171), np.int64(222), np.int64(281), np.int64(343))"
2026-05-31 16:19:24,1,ILLEGAL PARKING,10.0,"(np.int64(202), np.int64(145), np.int64(281), np.int64(226))"
2026-05-31 16:19:25,4,ILLEGAL PARKING,10.0,"(np.int64(470), np.int64(61), np.int64(501), np.int64(91))"
2026-05-31 16:25:23,0,ILLEGAL PARKING,10.0,"(np.int64(171), np.int64(222), np.int64(281), np.int64(343))"
2026-05-31 16:25:23,1,ILLEGAL PARKING,10.0,"(np.int64(202), np.int64(145), np.int64(281), np.int64(226))"
2026-05-31 16:31:05,0,ILLEGAL PARKING,10.0,"(np.int64(170), np.int64(222), np.int64(278), np.int64(343))"
2026-05-31 16:31:06,1,ILLEGAL PARKING,10.0,"(np.int64(202), np.int64(145), np.int64(281), np.int64(227))"
2026-05-31 16:34:47,0,ILLEGAL PARKING,10.0,"(np.int64(170), np.int64(222), np.int64(278), np.int64(343))"
2026-05-31 16:34:47,1,ILLEGAL PARKING,10.0,"(np.int64(202), np.int64(145), np.int64(281), np.int64(227))"
2026-05-31 16:39:01,0,ILLEGAL PARKING,10.0,"(np.int64(170), np.int64(222), np.int64(278), np.int64(343))"
2026-05-31 16:39:01,1,ILLEGAL PARKING,10.0,"(np.int64(202), np.int64(145), np.int64(281), np.int64(227))"
2026-05-31 16:42:23,0,ILLEGAL PARKING,10.0,"(np.int64(171), np.int64(222), np.int64(281), np.int64(343))"
2026-05-31 16:42:23,1,ILLEGAL PARKING,10.0,"(np.int64(202), np.int64(145), np.int64(281), np.int64(226))"
2026-05-31 16:45:23,0,ILLEGAL PARKING,10.0,"(np.int64(171), np.int64(222), np.int64(281), np.int64(343))"
2026-05-31 16:45:23,1,ILLEGAL PARKING,10.0,"(np.int64(202), np.int64(145), np.int64(281), np.int64(226))"
2026-05-31 23:29:45,0,ILLEGAL PARKING,10.0,"(np.int64(171), np.int64(222), np.int64(281), np.int64(343))"
2026-05-31 23:29:45,1,ILLEGAL PARKING,10.0,"(np.int64(202), np.int64(145), np.int64(281), np.int64(226))"
